caso_id,mensaje,intencion_esperada,subintencion_esperada,intencion_resuelta,subintencion_resuelta,confianza,estado,requiere_aclaracion_esperado,requiere_aclaracion_resuelto,modo_intervencion,razon_aclaracion,slots_faltantes,clave_pregunta,mensaje_aclaracion,intencion_correcta,subintencion_correcta,aclaracion_correcta,reglas_aplicadas,candidatos,error
caso_001,"Parce, ¿qué almuerzo tienen barato?",precio,solicitar_recomendacion_por_presupuesto,precio,solicitar_recomendacion_por_presupuesto,0.5345729929321927,resolved,False,False,resolved,,[],,,True,True,True,"[""PRIORITY_BUDGET""]","[{""intent"": ""precio"", ""subintent"": ""solicitar_recomendacion_por_presupuesto"", ""score"": 0.52, ""priority"": 95, ""reasons"": [{""source"": ""PriorityRule"", ""weight"": 0.52, ""detail"": ""budget_recommendation""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.096, ""priority"": 70, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""tener""}]}]",
caso_002,¿Hay ejecutivo hoy?,catalogo,consultar_categoria,catalogo,consultar_categoria,0.1981229603383441,resolved,False,False,resolved,,[],,,True,True,True,[],"[{""intent"": ""catalogo"", ""subintent"": ""consultar_categoria"", ""score"": 0.18, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.18, ""detail"": ""CATEGORIA:almuerzos_ejecutivos""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.096, ""priority"": 70, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""haber""}]}]",
caso_003,¿Qué puedo pedir con veinte lucas?,precio,solicitar_recomendacion_por_presupuesto,precio,solicitar_recomendacion_por_presupuesto,0.9221989226338723,resolved,False,False,resolved,,[],,,True,True,True,"[""PRIORITY_BUDGET""]","[{""intent"": ""precio"", ""subintent"": ""solicitar_recomendacion_por_presupuesto"", ""score"": 1.68, ""priority"": 95, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.58, ""detail"": ""PRICE_BUDGET""}, {""source"": ""Matcher"", ""weight"": 0.58, ""detail"": ""PRICE_BUDGET""}, {""source"": ""PriorityRule"", ""weight"": 0.52, ""detail"": ""budget_recommendation""}]}, {""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""score"": 0.192, ""priority"": 90, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.192, ""detail"": ""pedir""}]}]",
caso_004,¿Reciben Nequi?,pago,consultar_medio_pago,pago,consultar_medio_pago,0.9092820467105875,resolved,False,False,resolved,,[],,,True,True,True,[],"[{""intent"": ""pago"", ""subintent"": ""consultar_medio_pago"", ""score"": 1.5, ""priority"": 75, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.55, ""detail"": ""PAYMENT_QUERY""}, {""source"": ""Matcher"", ""weight"": 0.55, ""detail"": ""PAYMENT_QUERY""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.12, ""detail"": ""aceptar""}, {""source"": ""PhraseMatcher"", ""weight"": 0.28, ""detail"": ""MEDIO_PAGO:nequi""}]}]",
caso_005,¿El domi cuánto vale?,domicilio,consultar_domicilio,domicilio,consultar_domicilio,0.956751814489553,resolved,False,False,resolved,,[],,,True,True,True,[],"[{""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""score"": 2.04, ""priority"": 75, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.54, ""detail"": ""DELIVERY_QUERY""}, {""source"": ""Matcher"", ""weight"": 0.54, ""detail"": ""DELIVERY_QUERY""}, {""source"": ""Matcher"", ""weight"": 0.54, ""detail"": ""DELIVERY_QUERY""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.16, ""detail"": ""domicilio""}, {""source"": ""PhraseMatcher"", ""weight"": 0.26, ""detail"": ""SERVICIO:domicilio""}]}, {""intent"": ""precio"", ""subintent"": ""consultar_precio_producto"", ""score"": 0.176, ""priority"": 95, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.176, ""detail"": ""valer""}]}]",
caso_006,Pásame el menú,menu,solicitar_menu,menu,solicitar_menu,0.38121660819385916,resolved,False,False,resolved,,[],,,True,True,True,[],"[{""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""score"": 0.3, ""priority"": 80, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.3, ""detail"": ""SERVICIO:menu_pdf""}]}]",
caso_007,Pásame el menú,menu,solicitar_menu,menu,solicitar_menu,0.38121660819385916,resolved,False,False,resolved,,[],,,True,True,True,[],"[{""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""score"": 0.3, ""priority"": 80, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.3, ""detail"": ""SERVICIO:menu_pdf""}]}]",
caso_008,Mándamelo otra vez,menu,reenviar_menu,menu,reenviar_menu,0.99,resolved,False,False,resolved,,[],,,True,True,True,"[""CTX_MENU_REENVIO"", ""PRIORITY_MENU_REENVIO""]","[{""intent"": ""menu"", ""subintent"": ""reenviar_menu"", ""score"": 3.15, ""priority"": 80, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.65, ""detail"": ""MENU_RETRY""}, {""source"": ""Matcher"", ""weight"": 0.65, ""detail"": ""MENU_RETRY""}, {""source"": ""Matcher"", ""weight"": 0.65, ""detail"": ""MENU_RETRY""}, {""source"": ""Context"", ""weight"": 0.62, ""detail"": ""menu_previamente_enviado""}, {""source"": ""PriorityRule"", ""weight"": 0.58, ""detail"": ""explicit_again_with_menu_history""}]}]",
caso_009,¿Cuánto vale la mojarra frita?,precio,consultar_precio_producto,precio,consultar_precio_producto,0.9335695670540188,resolved,False,False,resolved,,[],,,True,True,True,"[""PRIORITY_PRICE_OVER_WANT""]","[{""intent"": ""precio"", ""subintent"": ""consultar_precio_producto"", ""score"": 1.756, ""priority"": 95, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.55, ""detail"": ""PRICE_Q_WH""}, {""source"": ""Matcher"", ""weight"": 0.55, ""detail"": ""PRICE_Q_WH""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.176, ""detail"": ""valer""}, {""source"": ""PriorityRule"", ""weight"": 0.48, ""detail"": ""explicit_price_with_product""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.14, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.14, ""detail"": ""PRODUCTO_ESPECIFICO:mojarra_frita""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_preparacion"", ""score"": 0.1, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.1, ""detail"": ""PREPARACION:frito""}]}]",
caso_010,¿Qué arroces tienen?,catalogo,consultar_categoria,catalogo,consultar_categoria,0.8381038178324495,resolved,False,False,resolved,,[],,,True,True,True,[],"[{""intent"": ""catalogo"", ""subintent"": ""consultar_categoria"", ""score"": 1.18, ""priority"": 70, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.5, ""detail"": ""CATEGORY_QUERY""}, {""source"": ""Matcher"", ""weight"": 0.5, ""detail"": ""CATEGORY_QUERY""}, {""source"": ""PhraseMatcher"", ""weight"": 0.18, ""detail"": ""CATEGORIA:arroces""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.096, ""priority"": 70, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""tener""}]}]",
caso_011,¿Hay algo con camarón que no sea tan caro?,recomendacion,solicitar_recomendacion,catalogo,consultar_producto,0.2922044512901092,resolved,False,False,resolved,,[],,,False,False,True,[],"[{""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.216, ""priority"": 70, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""haber""}, {""source"": ""PhraseMatcher"", ""weight"": 0.12, ""detail"": ""PRODUCTO_BASE:camaron""}]}]",
caso_012,Quiero una mojarra,pedido,iniciar_pedido,pedido,iniciar_pedido,0.6312365878288526,needs_transaction_confirmation,True,True,needs_transaction_confirmation,needs_transaction_confirmation,[],confirm_order,Entendí el pedido. ¿Deseas que lo confirme con esos productos y cantidades?,True,True,True,[],"[{""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""score"": 0.676, ""priority"": 90, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.58, ""detail"": ""ORDER_WANT_PRODUCT""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""querer""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.12, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.12, ""detail"": ""PRODUCTO_BASE:mojarra""}]}]",
caso_013,Una frita,pedido,seleccionar_preparacion,pedido,seleccionar_preparacion,0.514220275696115,resolved,False,False,resolved,,[],,,True,True,True,"[""CTX_CANTIDAD_PRODUCTO""]","[{""intent"": ""pedido"", ""subintent"": ""seleccionar_preparacion"", ""score"": 0.6, ""priority"": 90, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.6, ""detail"": ""ORDER_SELECT_PREPARATION""}]}, {""intent"": ""pedido"", ""subintent"": ""indicar_cantidad"", ""score"": 0.34, ""priority"": 90, ""reasons"": [{""source"": ""Context"", ""weight"": 0.34, ""detail"": ""cantidad_con_producto_activo""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_preparacion"", ""score"": 0.1, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.1, ""detail"": ""PREPARACION:frito""}]}]",
caso_014,¿El arroz con camarón viene con bebida?,catalogo,consultar_detalle_producto,catalogo,consultar_detalle_producto,0.99,resolved,False,False,resolved,,[],,,True,True,True,[],"[{""intent"": ""catalogo"", ""subintent"": ""consultar_detalle_producto"", ""score"": 7.5, ""priority"": 70, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""PhraseMatcher"", ""weight"": 0.06, ""detail"": ""INGREDIENTE:arroz""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.14, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.14, ""detail"": ""PRODUCTO_ESPECIFICO:arroz_con_camaron""}]}]",
caso_015,¿Atienden hoy?,horario_ubicacion,consultar_horario,horario_ubicacion,consultar_horario,0.5648219407336433,resolved,False,False,resolved,,[],,,True,True,True,[],"[{""intent"": ""horario_ubicacion"", ""subintent"": ""consultar_horario"", ""score"": 0.52, ""priority"": 60, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.52, ""detail"": ""SCHEDULE_QUERY""}]}]",
caso_016,¿Hasta dónde llega el domicilio?,domicilio,consultar_domicilio,domicilio,consultar_domicilio,0.6945594138586422,resolved,False,False,resolved,,[],,,True,True,True,[],"[{""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""score"": 0.96, ""priority"": 75, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.54, ""detail"": ""DELIVERY_QUERY""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.16, ""detail"": ""domicilio""}, {""source"": ""PhraseMatcher"", ""weight"": 0.26, ""detail"": ""SERVICIO:domicilio""}]}, {""intent"": ""horario_ubicacion"", ""subintent"": ""consultar_ubicacion"", ""score"": 0.5, ""priority"": 60, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.5, ""detail"": ""LOCATION_QUERY""}]}]",
caso_017,¿Se puede pagar cuando llegue?,pago,consultar_medio_pago,,,0.0,unknown,True,True,needs_user_clarification,no_evidence,[],no_evidence,No pude identificar la solicitud. ¿Qué deseas consultar o pedir?,False,False,True,[],"[{""intent"": ""pago"", ""subintent"": ""consultar_medio_pago"", ""score"": 0.16, ""priority"": 75, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.16, ""detail"": ""pagar""}]}]",
caso_018,¿Qué plato llena más?,recomendacion,solicitar_recomendacion,recomendacion,solicitar_recomendacion,0.5918008047220773,resolved,False,False,resolved,,[],,,True,True,True,[],"[{""intent"": ""recomendacion"", ""subintent"": ""solicitar_recomendacion"", ""score"": 0.56, ""priority"": 65, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.56, ""detail"": ""RECOMMENDATION_QUALITY""}]}]",
caso_019,¿Tienen ceviche pequeño?,catalogo,consultar_producto,catalogo,consultar_producto,0.6819669592914043,resolved,True,False,resolved,,[],,,True,True,False,[],"[{""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.716, ""priority"": 70, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.5, ""detail"": ""CATALOG_PRODUCT_OFFER""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""tener""}, {""source"": ""PhraseMatcher"", ""weight"": 0.12, ""detail"": ""PRODUCTO_BASE:ceviche""}]}]",
caso_020,"Gracias, era eso",social,agradecer,social,agradecer,0.7777605778285596,resolved,False,False,resolved,,[],,,True,True,True,[],"[{""intent"": ""social"", ""subintent"": ""agradecer"", ""score"": 0.94, ""priority"": 10, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.7, ""detail"": ""THANKS""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.24, ""detail"": ""agradecer""}]}]",
caso_021,¿Qué menú ejecutivo tienen hoy?,catalogo,consultar_categoria,catalogo,consultar_categoria,0.1981229603383441,resolved,False,False,resolved,,[],,,True,True,True,[],"[{""intent"": ""catalogo"", ""subintent"": ""consultar_categoria"", ""score"": 0.18, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.18, ""detail"": ""CATEGORIA:almuerzos_ejecutivos""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.096, ""priority"": 70, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""tener""}]}]",
caso_022,Necesito pedir para tres personas.,pedido,iniciar_pedido_grupal,pedido,iniciar_pedido_grupal,0.5477861085923104,needs_user_clarification,True,True,needs_user_clarification,missing:product,"[""product""]",missing_group_products,¿Qué platos necesitas para el grupo?,True,True,True,[],"[{""intent"": ""pedido"", ""subintent"": ""iniciar_pedido_grupal"", ""score"": 0.58, ""priority"": 90, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.58, ""detail"": ""ORDER_GROUP_START""}]}, {""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""score"": 0.192, ""priority"": 90, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.192, ""detail"": ""pedir""}]}]",
caso_023,¿Cuánto demora el domicilio a Ciudad Montes?,domicilio,consultar_domicilio,domicilio,consultar_domicilio,0.9536715946718378,resolved,False,False,resolved,,[],,,True,True,True,[],"[{""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""score"": 1.92, ""priority"": 75, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.54, ""detail"": ""DELIVERY_QUERY""}, {""source"": ""Matcher"", ""weight"": 0.54, ""detail"": ""DELIVERY_QUERY""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.16, ""detail"": ""domicilio""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.16, ""detail"": ""domicilio""}, {""source"": ""PhraseMatcher"", ""weight"": 0.26, ""detail"": ""SERVICIO:domicilio""}, {""source"": ""PhraseMatcher"", ""weight"": 0.26, ""detail"": ""SERVICIO:domicilio""}]}]",
caso_024,¿Me envían factura?,operacion,consultar_facturacion,operacion,consultar_facturacion,0.9288667215259103,needs_business_lookup,True,True,needs_business_lookup,needs_business_lookup,[],invoice_business_lookup,Debo validar las condiciones de facturación con el restaurante.,True,True,True,[],"[{""intent"": ""operacion"", ""subintent"": ""consultar_facturacion"", ""score"": 1.652, ""priority"": 55, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.6, ""detail"": ""INVOICE_QUERY""}, {""source"": ""Matcher"", ""weight"": 0.6, ""detail"": ""INVOICE_QUERY""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.192, ""detail"": ""facturar""}, {""source"": ""PhraseMatcher"", ""weight"": 0.26, ""detail"": ""SERVICIO:factura_electronica""}]}]",
caso_025,¿Puedo pagar con tarjeta?,pago,consultar_medio_pago,pago,consultar_medio_pago,0.99,resolved,False,False,resolved,,[],,,True,True,True,[],"[{""intent"": ""pago"", ""subintent"": ""consultar_medio_pago"", ""score"": 3.19, ""priority"": 75, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.55, ""detail"": ""PAYMENT_QUERY""}, {""source"": ""Matcher"", ""weight"": 0.55, ""detail"": ""PAYMENT_QUERY""}, {""source"": ""Matcher"", ""weight"": 0.55, ""detail"": ""PAYMENT_QUERY""}, {""source"": ""Matcher"", ""weight"": 0.55, ""detail"": ""PAYMENT_QUERY""}, {""source"": ""Matcher"", ""weight"": 0.55, ""detail"": ""PAYMENT_QUERY""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.16, ""detail"": ""pagar""}, {""source"": ""PhraseMatcher"", ""weight"": 0.28, ""detail"": ""MEDIO_PAGO:tarjeta""}]}]",
caso_026,Envíame la carta en PDF.,menu,solicitar_menu,menu,solicitar_menu,0.49580894229678274,resolved,False,False,resolved,,[],,,True,True,True,[],"[{""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""score"": 0.428, ""priority"": 80, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.128, ""detail"": ""enviar""}, {""source"": ""PhraseMatcher"", ""weight"": 0.3, ""detail"": ""SERVICIO:menu_pdf""}]}]",
caso_028,"Sí, reenvíala.",menu,reenviar_menu,menu,reenviar_menu,0.7530081651035623,resolved,False,False,resolved,,[],,,True,True,True,[],"[{""intent"": ""menu"", ""subintent"": ""reenviar_menu"", ""score"": 0.874, ""priority"": 80, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.65, ""detail"": ""MENU_RETRY""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.224, ""detail"": ""reenviar""}]}]",
caso_029,¿Qué trae la cazuela mixta?,catalogo,consultar_detalle_producto,catalogo,consultar_detalle_producto,0.5044068743073485,resolved,False,False,resolved,,[],,,True,True,True,[],"[{""intent"": ""catalogo"", ""subintent"": ""consultar_detalle_producto"", ""score"": 0.5, ""priority"": 70, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.5, ""detail"": ""PRODUCT_DETAIL_WHAT_HAS""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.14, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.14, ""detail"": ""PRODUCTO_ESPECIFICO:cazuela_mixta""}]}]",
caso_031,Quiero dos arroces con camarón y una cazuela.,pedido,agregar_productos_pedido,catalogo,consultar_producto,0.22740476789307196,ambiguous,True,True,needs_user_clarification,close_candidates,[],close_candidates,Tu mensaje admite dos interpretaciones. ¿Qué deseas hacer?,False,False,True,[],"[{""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.24, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.12, ""detail"": ""PRODUCTO_BASE:camaron""}, {""source"": ""PhraseMatcher"", ""weight"": 0.12, ""detail"": ""PRODUCTO_BASE:cazuela""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_categoria"", ""score"": 0.18, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.18, ""detail"": ""CATEGORIA:arroces""}]}, {""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""score"": 0.096, ""priority"": 90, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""querer""}]}]",
caso_032,¿Pueden llegar a la una en punto?,operacion,consultar_pedido_programado,operacion,consultar_pedido_programado,0.6171071140248879,needs_business_lookup,True,True,needs_business_lookup,needs_business_lookup,[],scheduled_order_lookup,Debo confirmar si el restaurante puede atender la hora solicitada.,True,True,True,[],"[{""intent"": ""operacion"", ""subintent"": ""consultar_pedido_programado"", ""score"": 0.6, ""priority"": 55, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.6, ""detail"": ""SCHEDULED_ORDER""}]}]",
