caso_id,mensaje,subintencion_esperada,mensaje_normalizado,evidencias_matcher,evidencias_lemas,lemas,lemas_apoyan_subintencion,error
caso_133,lo quiero en salsa,seleccionar_preparacion,lo quiero en salsa,[],"[{""lemma"": ""querer"", ""matched_text"": ""quiero"", ""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""weight"": 0.12, ""token_index"": 1, ""source"": ""catalog_fallback""}]","[{""text"": ""lo"", ""lemma"": ""él"", ""source"": ""spacy""}, {""text"": ""quiero"", ""lemma"": ""querer"", ""source"": ""catalog_fallback""}, {""text"": ""en"", ""lemma"": ""en"", ""source"": ""spacy""}, {""text"": ""salsa"", ""lemma"": ""salso"", ""source"": ""spacy""}]",False,
caso_139,quiero dos mojaras,agregar_producto_pedido,quiero dos mojaras,"[{""rule_id"": ""QUANTITY_ONLY"", ""intent"": ""pedido"", ""subintent"": ""indicar_cantidad"", ""weight"": 0.38, ""text"": ""dos"", ""start_token"": 1, ""end_token"": 2, ""requires_context"": true}]","[{""lemma"": ""querer"", ""matched_text"": ""quiero"", ""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""weight"": 0.12, ""token_index"": 0, ""source"": ""catalog_fallback""}]","[{""text"": ""quiero"", ""lemma"": ""querer"", ""source"": ""catalog_fallback""}, {""text"": ""dos"", ""lemma"": ""dos"", ""source"": ""spacy""}, {""text"": ""mojaras"", ""lemma"": ""mojara"", ""source"": ""spacy""}]",False,
caso_144,precios,consultar_precios_generales,precios,[],"[{""lemma"": ""precio"", ""matched_text"": ""precios"", ""intent"": ""precio"", ""subintent"": ""consultar_precios_generales"", ""weight"": 0.18, ""token_index"": 0, ""source"": ""catalog_fallback""}]","[{""text"": ""precios"", ""lemma"": ""precio"", ""source"": ""catalog_fallback""}]",True,
caso_145,qué hay,consultar_menu_general,qué hay,[],"[{""lemma"": ""haber"", ""matched_text"": ""hay"", ""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""weight"": 0.12, ""token_index"": 1, ""source"": ""catalog_fallback""}]","[{""text"": ""qué"", ""lemma"": ""qué"", ""source"": ""spacy""}, {""text"": ""hay"", ""lemma"": ""haber"", ""source"": ""catalog_fallback""}]",False,
caso_147,uno frito,seleccionar_preparacion,uno frito,"[{""rule_id"": ""QUANTITY_ONLY"", ""intent"": ""pedido"", ""subintent"": ""indicar_cantidad"", ""weight"": 0.38, ""text"": ""uno"", ""start_token"": 0, ""end_token"": 1, ""requires_context"": true}]",[],"[{""text"": ""uno"", ""lemma"": ""uno"", ""source"": ""spacy""}, {""text"": ""frito"", ""lemma"": ""frito"", ""source"": ""spacy""}]",False,
caso_153,2,indicar_cantidad,2,"[{""rule_id"": ""QUANTITY_ONLY"", ""intent"": ""pedido"", ""subintent"": ""indicar_cantidad"", ""weight"": 0.38, ""text"": ""2"", ""start_token"": 0, ""end_token"": 1, ""requires_context"": true}]",[],[],False,
caso_156,qué es marinera,consultar_definicion_preparacion,qué es marinera,[],[],"[{""text"": ""qué"", ""lemma"": ""qué"", ""source"": ""spacy""}, {""text"": ""es"", ""lemma"": ""ser"", ""source"": ""spacy""}, {""text"": ""marinera"", ""lemma"": ""marinera"", ""source"": ""spacy""}]",False,
caso_161,¿La cazuela tiene leche o crema?,consultar_alergenos,¿la cazuela tiene leche o crema?,[],"[{""lemma"": ""tener"", ""matched_text"": ""tiene"", ""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""weight"": 0.12, ""token_index"": 3, ""source"": ""catalog_fallback""}]","[{""text"": ""la"", ""lemma"": ""el"", ""source"": ""spacy""}, {""text"": ""cazuela"", ""lemma"": ""cazuela"", ""source"": ""spacy""}, {""text"": ""tiene"", ""lemma"": ""tener"", ""source"": ""catalog_fallback""}, {""text"": ""leche"", ""lemma"": ""leche"", ""source"": ""spacy""}, {""text"": ""crema"", ""lemma"": ""crema"", ""source"": ""spacy""}]",False,
caso_163,¿Qué opción no es frita?,consultar_preparacion,¿qué opción no es frita?,[],[],"[{""text"": ""qué"", ""lemma"": ""qué"", ""source"": ""spacy""}, {""text"": ""opción"", ""lemma"": ""opción"", ""source"": ""spacy""}, {""text"": ""no"", ""lemma"": ""no"", ""source"": ""spacy""}, {""text"": ""es"", ""lemma"": ""ser"", ""source"": ""spacy""}, {""text"": ""frita"", ""lemma"": ""frito"", ""source"": ""spacy""}]",False,
caso_165,"Soy alérgica al camarón, ¿qué puedo pedir?",solicitar_recomendacion_por_alergia,"soy alérgica al camarón, ¿qué puedo pedir?","[{""rule_id"": ""ALLERGY_QUERY"", ""intent"": ""seguridad_alimentaria"", ""subintent"": ""consultar_alergenos"", ""weight"": 0.8, ""text"": ""alérgica al camarón"", ""start_token"": 1, ""end_token"": 4, ""requires_context"": false}]","[{""lemma"": ""alérgico"", ""matched_text"": ""alérgica"", ""intent"": ""seguridad_alimentaria"", ""subintent"": ""consultar_alergenos"", ""weight"": 0.42, ""token_index"": 1, ""source"": ""catalog_fallback""}, {""lemma"": ""pedir"", ""matched_text"": ""pedir"", ""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""weight"": 0.24, ""token_index"": 8, ""source"": ""catalog_fallback""}]","[{""text"": ""soy"", ""lemma"": ""ser"", ""source"": ""spacy""}, {""text"": ""alérgica"", ""lemma"": ""alérgico"", ""source"": ""catalog_fallback""}, {""text"": ""al"", ""lemma"": ""al"", ""source"": ""spacy""}, {""text"": ""camarón"", ""lemma"": ""camarón"", ""source"": ""spacy""}, {""text"": ""qué"", ""lemma"": ""qué"", ""source"": ""spacy""}, {""text"": ""puedo"", ""lemma"": ""poder"", ""source"": ""spacy""}, {""text"": ""pedir"", ""lemma"": ""pedir"", ""source"": ""catalog_fallback""}]",False,
caso_170,¿Qué platos tienen sin mariscos?,consultar_categoria_por_restriccion,¿qué platos tienen sin mariscos?,[],"[{""lemma"": ""tener"", ""matched_text"": ""tienen"", ""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""weight"": 0.12, ""token_index"": 3, ""source"": ""catalog_fallback""}]","[{""text"": ""qué"", ""lemma"": ""qué"", ""source"": ""spacy""}, {""text"": ""platos"", ""lemma"": ""plato"", ""source"": ""spacy""}, {""text"": ""tienen"", ""lemma"": ""tener"", ""source"": ""catalog_fallback""}, {""text"": ""sin"", ""lemma"": ""sin"", ""source"": ""spacy""}, {""text"": ""mariscos"", ""lemma"": ""marisco"", ""source"": ""spacy""}]",False,
caso_171,¿La salsa marinera contiene lácteos?,consultar_alergenos,¿la salsa marinera contiene lácteos?,[],[],"[{""text"": ""la"", ""lemma"": ""el"", ""source"": ""spacy""}, {""text"": ""salsa"", ""lemma"": ""salso"", ""source"": ""spacy""}, {""text"": ""marinera"", ""lemma"": ""marinera"", ""source"": ""spacy""}, {""text"": ""contiene"", ""lemma"": ""contener"", ""source"": ""spacy""}, {""text"": ""lácteos"", ""lemma"": ""lácteo"", ""source"": ""spacy""}]",False,
caso_172,¿Pueden usar utensilios separados?,consultar_contaminacion_cruzada,¿pueden usar utensilios separados?,"[{""rule_id"": ""CROSS_CONTAMINATION"", ""intent"": ""seguridad_alimentaria"", ""subintent"": ""consultar_contaminacion_cruzada"", ""weight"": 0.82, ""text"": ""utensilios"", ""start_token"": 3, ""end_token"": 4, ""requires_context"": false}, {""rule_id"": ""CROSS_CONTAMINATION"", ""intent"": ""seguridad_alimentaria"", ""subintent"": ""consultar_contaminacion_cruzada"", ""weight"": 0.82, ""text"": ""utensilios separados"", ""start_token"": 3, ""end_token"": 5, ""requires_context"": false}]",[],"[{""text"": ""pueden"", ""lemma"": ""poder"", ""source"": ""spacy""}, {""text"": ""usar"", ""lemma"": ""usar"", ""source"": ""spacy""}, {""text"": ""utensilios"", ""lemma"": ""utensilio"", ""source"": ""spacy""}, {""text"": ""separados"", ""lemma"": ""separado"", ""source"": ""spacy""}]",False,
caso_173,¿Cuál plato no lleva gluten?,solicitar_recomendacion_por_restriccion,¿cuál plato no lleva gluten?,[],[],"[{""text"": ""cuál"", ""lemma"": ""cuál"", ""source"": ""spacy""}, {""text"": ""plato"", ""lemma"": ""plato"", ""source"": ""spacy""}, {""text"": ""no"", ""lemma"": ""no"", ""source"": ""spacy""}, {""text"": ""lleva"", ""lemma"": ""llevar"", ""source"": ""spacy""}, {""text"": ""gluten"", ""lemma"": ""glutir"", ""source"": ""spacy""}]",False,
caso_174,¿La mojarra se puede hacer a la plancha?,consultar_preparacion_producto,¿la mojarra se puede hacer a la plancha?,[],[],"[{""text"": ""la"", ""lemma"": ""el"", ""source"": ""spacy""}, {""text"": ""mojarra"", ""lemma"": ""mojarra"", ""source"": ""spacy""}, {""text"": ""se"", ""lemma"": ""él"", ""source"": ""spacy""}, {""text"": ""puede"", ""lemma"": ""poder"", ""source"": ""spacy""}, {""text"": ""hacer"", ""lemma"": ""hacer"", ""source"": ""spacy""}, {""text"": ""la"", ""lemma"": ""el"", ""source"": ""spacy""}, {""text"": ""plancha"", ""lemma"": ""plancha"", ""source"": ""spacy""}]",False,
caso_176,¿Qué acompañamientos tienen huevo?,consultar_alergenos,¿qué acompañamientos tienen huevo?,[],"[{""lemma"": ""tener"", ""matched_text"": ""tienen"", ""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""weight"": 0.12, ""token_index"": 3, ""source"": ""catalog_fallback""}]","[{""text"": ""qué"", ""lemma"": ""qué"", ""source"": ""spacy""}, {""text"": ""acompañamientos"", ""lemma"": ""acompañamiento"", ""source"": ""spacy""}, {""text"": ""tienen"", ""lemma"": ""tener"", ""source"": ""catalog_fallback""}, {""text"": ""huevo"", ""lemma"": ""huevo"", ""source"": ""spacy""}]",False,
caso_177,¿El aceite se comparte con productos apanados?,consultar_contaminacion_cruzada,¿el aceite se comparte con productos apanados?,"[{""rule_id"": ""CROSS_CONTAMINATION"", ""intent"": ""seguridad_alimentaria"", ""subintent"": ""consultar_contaminacion_cruzada"", ""weight"": 0.82, ""text"": ""aceite"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}]",[],"[{""text"": ""el"", ""lemma"": ""el"", ""source"": ""spacy""}, {""text"": ""aceite"", ""lemma"": ""aceite"", ""source"": ""spacy""}, {""text"": ""se"", ""lemma"": ""él"", ""source"": ""spacy""}, {""text"": ""comparte"", ""lemma"": ""compartir"", ""source"": ""spacy""}, {""text"": ""con"", ""lemma"": ""con"", ""source"": ""spacy""}, {""text"": ""productos"", ""lemma"": ""producto"", ""source"": ""spacy""}, {""text"": ""apanados"", ""lemma"": ""apanado"", ""source"": ""spacy""}]",False,
caso_178,¿Tienen una opción vegetariana?,consultar_categoria_por_restriccion,¿tienen una opción vegetariana?,[],"[{""lemma"": ""tener"", ""matched_text"": ""tienen"", ""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""weight"": 0.12, ""token_index"": 1, ""source"": ""catalog_fallback""}]","[{""text"": ""tienen"", ""lemma"": ""tener"", ""source"": ""catalog_fallback""}, {""text"": ""una"", ""lemma"": ""uno"", ""source"": ""spacy""}, {""text"": ""opción"", ""lemma"": ""opción"", ""source"": ""spacy""}, {""text"": ""vegetariana"", ""lemma"": ""vegetarián"", ""source"": ""spacy""}]",False,
caso_181,Necesito almuerzo para doce personas.,iniciar_pedido_grupal,necesito almuerzo para doce personas.,"[{""rule_id"": ""QUANTITY_ONLY"", ""intent"": ""pedido"", ""subintent"": ""indicar_cantidad"", ""weight"": 0.38, ""text"": ""doce"", ""start_token"": 3, ""end_token"": 4, ""requires_context"": true}]",[],"[{""text"": ""necesito"", ""lemma"": ""necesitar"", ""source"": ""spacy""}, {""text"": ""almuerzo"", ""lemma"": ""almuerzo"", ""source"": ""spacy""}, {""text"": ""para"", ""lemma"": ""para"", ""source"": ""spacy""}, {""text"": ""doce"", ""lemma"": ""doce"", ""source"": ""spacy""}, {""text"": ""personas"", ""lemma"": ""persona"", ""source"": ""spacy""}]",False,
caso_182,¿Pueden entregar todos los pedidos marcados?,consultar_empaque,¿pueden entregar todos los pedidos marcados?,[],"[{""lemma"": ""pedir"", ""matched_text"": ""pedidos"", ""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""weight"": 0.24, ""token_index"": 5, ""source"": ""catalog_fallback""}]","[{""text"": ""pueden"", ""lemma"": ""poder"", ""source"": ""spacy""}, {""text"": ""entregar"", ""lemma"": ""entregar"", ""source"": ""spacy""}, {""text"": ""todos"", ""lemma"": ""todo"", ""source"": ""spacy""}, {""text"": ""los"", ""lemma"": ""el"", ""source"": ""spacy""}, {""text"": ""pedidos"", ""lemma"": ""pedir"", ""source"": ""catalog_fallback""}, {""text"": ""marcados"", ""lemma"": ""marcado"", ""source"": ""spacy""}]",False,
caso_183,¿Manejan factura electrónica?,consultar_facturacion,¿manejan factura electrónica?,"[{""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""factura"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""factura electrónica"", ""start_token"": 2, ""end_token"": 4, ""requires_context"": false}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""electrónica"", ""start_token"": 3, ""end_token"": 4, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""factura"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""factura electrónica"", ""start_token"": 2, ""end_token"": 4, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""electrónica"", ""start_token"": 3, ""end_token"": 4, ""requires_context"": false}]","[{""lemma"": ""facturar"", ""matched_text"": ""factura"", ""intent"": ""operacion"", ""subintent"": ""consultar_facturacion"", ""weight"": 0.24, ""token_index"": 2, ""source"": ""catalog_fallback""}]","[{""text"": ""manejan"", ""lemma"": ""manejar"", ""source"": ""spacy""}, {""text"": ""factura"", ""lemma"": ""facturar"", ""source"": ""catalog_fallback""}, {""text"": ""electrónica"", ""lemma"": ""electrónico"", ""source"": ""spacy""}]",True,
caso_185,¿Puedo programarlo para la una?,consultar_pedido_programado,¿puedo programarlo para la una?,"[{""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""programarlo"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""programarlo"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}]",[],"[{""text"": ""puedo"", ""lemma"": ""poder"", ""source"": ""spacy""}, {""text"": ""programarlo"", ""lemma"": ""programar él"", ""source"": ""spacy""}, {""text"": ""para"", ""lemma"": ""para"", ""source"": ""spacy""}, {""text"": ""la"", ""lemma"": ""el"", ""source"": ""spacy""}, {""text"": ""una"", ""lemma"": ""uno"", ""source"": ""spacy""}]",False,
caso_191,Necesito seis bagres y seis arroces con camarón.,agregar_productos_pedido,necesito seis bagres y seis arroces con camarón.,"[{""rule_id"": ""QUANTITY_ONLY"", ""intent"": ""pedido"", ""subintent"": ""indicar_cantidad"", ""weight"": 0.38, ""text"": ""seis"", ""start_token"": 1, ""end_token"": 2, ""requires_context"": true}, {""rule_id"": ""QUANTITY_ONLY"", ""intent"": ""pedido"", ""subintent"": ""indicar_cantidad"", ""weight"": 0.38, ""text"": ""seis"", ""start_token"": 4, ""end_token"": 5, ""requires_context"": true}]",[],"[{""text"": ""necesito"", ""lemma"": ""necesitar"", ""source"": ""spacy""}, {""text"": ""seis"", ""lemma"": ""seis"", ""source"": ""spacy""}, {""text"": ""bagres"", ""lemma"": ""bagr"", ""source"": ""spacy""}, {""text"": ""seis"", ""lemma"": ""seis"", ""source"": ""spacy""}, {""text"": ""arroces"", ""lemma"": ""arroz"", ""source"": ""spacy""}, {""text"": ""con"", ""lemma"": ""con"", ""source"": ""spacy""}, {""text"": ""camarón"", ""lemma"": ""camarón"", ""source"": ""spacy""}]",False,
caso_192,¿Pueden poner el nombre de cada persona?,consultar_empaque,¿pueden poner el nombre de cada persona?,"[{""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""nombre"", ""start_token"": 4, ""end_token"": 5, ""requires_context"": false}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""nombre de"", ""start_token"": 4, ""end_token"": 6, ""requires_context"": false}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""nombre de cada"", ""start_token"": 4, ""end_token"": 7, ""requires_context"": false}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""nombre de cada persona"", ""start_token"": 4, ""end_token"": 8, ""requires_context"": false}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""de"", ""start_token"": 5, ""end_token"": 6, ""requires_context"": false}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""de cada"", ""start_token"": 5, ""end_token"": 7, ""requires_context"": false}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""de cada persona"", ""start_token"": 5, ""end_token"": 8, ""requires_context"": false}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""cada"", ""start_token"": 6, ""end_token"": 7, ""requires_context"": false}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""cada persona"", ""start_token"": 6, ""end_token"": 8, ""requires_context"": false}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""persona"", ""start_token"": 7, ""end_token"": 8, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""nombre"", ""start_token"": 4, ""end_token"": 5, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""nombre de"", ""start_token"": 4, ""end_token"": 6, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""nombre de cada"", ""start_token"": 4, ""end_token"": 7, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""nombre de cada persona"", ""start_token"": 4, ""end_token"": 8, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""de"", ""start_token"": 5, ""end_token"": 6, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""de cada"", ""start_token"": 5, ""end_token"": 7, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""de cada persona"", ""start_token"": 5, ""end_token"": 8, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""cada"", ""start_token"": 6, ""end_token"": 7, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""cada persona"", ""start_token"": 6, ""end_token"": 8, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""persona"", ""start_token"": 7, ""end_token"": 8, ""requires_context"": false}]",[],"[{""text"": ""pueden"", ""lemma"": ""poder"", ""source"": ""spacy""}, {""text"": ""poner"", ""lemma"": ""poner"", ""source"": ""spacy""}, {""text"": ""el"", ""lemma"": ""el"", ""source"": ""spacy""}, {""text"": ""nombre"", ""lemma"": ""nombre"", ""source"": ""spacy""}, {""text"": ""de"", ""lemma"": ""de"", ""source"": ""spacy""}, {""text"": ""cada"", ""lemma"": ""cada"", ""source"": ""spacy""}, {""text"": ""persona"", ""lemma"": ""persona"", ""source"": ""spacy""}]",False,
caso_193,¿Cuál es el tiempo de entrega para doce pedidos?,consultar_domicilio_grupal,¿cuál es el tiempo de entrega para doce pedidos?,"[{""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""entrega"", ""start_token"": 6, ""end_token"": 7, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""entrega"", ""start_token"": 6, ""end_token"": 7, ""requires_context"": false}, {""rule_id"": ""QUANTITY_ONLY"", ""intent"": ""pedido"", ""subintent"": ""indicar_cantidad"", ""weight"": 0.38, ""text"": ""doce"", ""start_token"": 8, ""end_token"": 9, ""requires_context"": true}]","[{""lemma"": ""pedir"", ""matched_text"": ""pedidos"", ""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""weight"": 0.24, ""token_index"": 9, ""source"": ""catalog_fallback""}, {""lemma"": ""domicilio"", ""matched_text"": ""entrega"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.2, ""token_index"": 6, ""source"": ""catalog_fallback""}]","[{""text"": ""cuál"", ""lemma"": ""cuál"", ""source"": ""spacy""}, {""text"": ""es"", ""lemma"": ""ser"", ""source"": ""spacy""}, {""text"": ""el"", ""lemma"": ""el"", ""source"": ""spacy""}, {""text"": ""tiempo"", ""lemma"": ""tiempo"", ""source"": ""spacy""}, {""text"": ""de"", ""lemma"": ""de"", ""source"": ""spacy""}, {""text"": ""entrega"", ""lemma"": ""domicilio"", ""source"": ""catalog_fallback""}, {""text"": ""para"", ""lemma"": ""para"", ""source"": ""spacy""}, {""text"": ""doce"", ""lemma"": ""doce"", ""source"": ""spacy""}, {""text"": ""pedidos"", ""lemma"": ""pedir"", ""source"": ""catalog_fallback""}]",False,
caso_198,¿Tienen capacidad para cincuenta personas?,consultar_eventos,¿tienen capacidad para cincuenta personas?,"[{""rule_id"": ""QUANTITY_ONLY"", ""intent"": ""pedido"", ""subintent"": ""indicar_cantidad"", ""weight"": 0.38, ""text"": ""cincuenta"", ""start_token"": 4, ""end_token"": 5, ""requires_context"": true}]","[{""lemma"": ""tener"", ""matched_text"": ""tienen"", ""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""weight"": 0.12, ""token_index"": 1, ""source"": ""catalog_fallback""}]","[{""text"": ""tienen"", ""lemma"": ""tener"", ""source"": ""catalog_fallback""}, {""text"": ""capacidad"", ""lemma"": ""capacidad"", ""source"": ""spacy""}, {""text"": ""para"", ""lemma"": ""para"", ""source"": ""spacy""}, {""text"": ""cincuenta"", ""lemma"": ""cincuenta"", ""source"": ""spacy""}, {""text"": ""personas"", ""lemma"": ""persona"", ""source"": ""spacy""}]",False,
caso_199,¿Puedo pagar una parte por transferencia y otra con tarjeta?,consultar_pago_mixto,¿puedo pagar una parte por transferencia y otra con tarjeta?,"[{""rule_id"": ""MENU_RETRY"", ""intent"": ""menu"", ""subintent"": ""reenviar_menu"", ""weight"": 0.65, ""text"": ""otra"", ""start_token"": 8, ""end_token"": 9, ""requires_context"": true}, {""rule_id"": ""PAYMENT_QUERY"", ""intent"": ""pago"", ""subintent"": ""consultar_medio_pago"", ""weight"": 0.55, ""text"": ""transferencia"", ""start_token"": 6, ""end_token"": 7, ""requires_context"": false}]","[{""lemma"": ""pagar"", ""matched_text"": ""pagar"", ""intent"": ""pago"", ""subintent"": ""consultar_medio_pago"", ""weight"": 0.2, ""token_index"": 2, ""source"": ""catalog_fallback""}]","[{""text"": ""puedo"", ""lemma"": ""poder"", ""source"": ""spacy""}, {""text"": ""pagar"", ""lemma"": ""pagar"", ""source"": ""catalog_fallback""}, {""text"": ""una"", ""lemma"": ""uno"", ""source"": ""spacy""}, {""text"": ""parte"", ""lemma"": ""parte"", ""source"": ""spacy""}, {""text"": ""por"", ""lemma"": ""por"", ""source"": ""spacy""}, {""text"": ""transferencia"", ""lemma"": ""transferencia"", ""source"": ""spacy""}, {""text"": ""otra"", ""lemma"": ""otro"", ""source"": ""spacy""}, {""text"": ""con"", ""lemma"": ""con"", ""source"": ""spacy""}, {""text"": ""tarjeta"", ""lemma"": ""tarjeta"", ""source"": ""spacy""}]",False,
