caso_id,mensaje,intencion_esperada,subintencion_esperada,intencion_resuelta,subintencion_resuelta,confianza,estado,requiere_aclaracion_esperado,requiere_aclaracion_resuelto,intencion_correcta,subintencion_correcta,aclaracion_correcta,reglas_aplicadas,candidatos,error
caso_040,"Perfecto, muchas gracias.",social,agradecer,social,agradecer,0.7777605778285596,resolved,False,False,True,True,True,[],"[{""intent"": ""social"", ""subintent"": ""agradecer"", ""score"": 0.94, ""priority"": 10, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.7, ""detail"": ""THANKS""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.24, ""detail"": ""agradecer""}]}]",
caso_042,¿La mojarra tiene muchas espinas?,catalogo,consultar_detalle_producto,catalogo,consultar_producto,0.2922044512901092,resolved,True,False,True,False,False,[],"[{""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.216, ""priority"": 70, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""tener""}, {""source"": ""PhraseMatcher"", ""weight"": 0.12, ""detail"": ""PRODUCTO_BASE:mojarra""}]}]",
caso_045,¿Tienen parqueadero?,horario_ubicacion,consultar_parqueadero,menu,solicitar_menu,0.3946811893537757,ambiguous,False,True,False,False,False,[],"[{""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""score"": 0.55, ""priority"": 80, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.55, ""detail"": ""MENU_REQUEST""}]}, {""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""score"": 0.54, ""priority"": 75, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.54, ""detail"": ""DELIVERY_QUERY""}]}, {""intent"": ""horario_ubicacion"", ""subintent"": ""consultar_parqueadero"", ""score"": 0.24, ""priority"": 60, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.24, ""detail"": ""SERVICIO:parqueadero""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.096, ""priority"": 70, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""tener""}]}]",
caso_048,"Vuelva y me lo manda, por favor.",menu,reenviar_menu,,,0.0,unknown,False,True,False,False,False,[],"[{""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""score"": 0.128, ""priority"": 80, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.128, ""detail"": ""enviar""}]}]",
caso_049,¿Cuánto cuesta el salmón?,precio,consultar_precio_producto,precio,consultar_precio_producto,0.8420694658640162,resolved,False,False,True,True,True,"[""PRIORITY_PRICE_OVER_WANT""]","[{""intent"": ""precio"", ""subintent"": ""consultar_precio_producto"", ""score"": 1.206, ""priority"": 95, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.55, ""detail"": ""PRICE_Q_WH""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.176, ""detail"": ""costar""}, {""source"": ""PriorityRule"", ""weight"": 0.48, ""detail"": ""explicit_price_with_product""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.12, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.12, ""detail"": ""PRODUCTO_BASE:salmon""}]}]",
caso_052,¿Tienen menú infantil?,operacion,consultar_servicio,menu,solicitar_menu,0.9695600686120281,resolved,False,False,False,False,True,[],"[{""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""score"": 3.6, ""priority"": 80, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.55, ""detail"": ""MENU_REQUEST""}, {""source"": ""Matcher"", ""weight"": 0.55, ""detail"": ""MENU_REQUEST""}, {""source"": ""Matcher"", ""weight"": 0.55, ""detail"": ""MENU_REQUEST""}, {""source"": ""Matcher"", ""weight"": 0.55, ""detail"": ""MENU_REQUEST""}, {""source"": ""Matcher"", ""weight"": 0.55, ""detail"": ""MENU_REQUEST""}, {""source"": ""Matcher"", ""weight"": 0.55, ""detail"": ""MENU_REQUEST""}, {""source"": ""PhraseMatcher"", ""weight"": 0.3, ""detail"": ""SERVICIO:menu_pdf""}]}, {""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""score"": 3.24, ""priority"": 75, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.54, ""detail"": ""DELIVERY_QUERY""}, {""source"": ""Matcher"", ""weight"": 0.54, ""detail"": ""DELIVERY_QUERY""}, {""source"": ""Matcher"", ""weight"": 0.54, ""detail"": ""DELIVERY_QUERY""}, {""source"": ""Matcher"", ""weight"": 0.54, ""detail"": ""DELIVERY_QUERY""}, {""source"": ""Matcher"", ""weight"": 0.54, ""detail"": ""DELIVERY_QUERY""}, {""source"": ""Matcher"", ""weight"": 0.54, ""detail"": ""DELIVERY_QUERY""}]}, {""intent"": ""menu"", ""subintent"": ""reenviar_menu"", ""score"": 1.3, ""priority"": 80, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.65, ""detail"": ""MENU_RETRY""}, {""source"": ""Matcher"", ""weight"": 0.65, ""detail"": ""MENU_RETRY""}]}, {""intent"": ""operacion"", ""subintent"": ""consultar_servicio"", ""score"": 0.22, ""priority"": 55, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.22, ""detail"": ""SERVICIO:menu_infantil""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.096, ""priority"": 70, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""tener""}]}]",
caso_055,¿Puedo reservar una mesa para cinco?,reserva_evento,solicitar_reserva,reserva_evento,solicitar_reserva,0.6254387732242702,resolved,True,False,True,True,False,[],"[{""intent"": ""reserva_evento"", ""subintent"": ""solicitar_reserva"", ""score"": 0.78, ""priority"": 75, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.58, ""detail"": ""RESERVATION_REQUEST""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.2, ""detail"": ""reservar""}]}, {""intent"": ""pedido"", ""subintent"": ""indicar_cantidad"", ""score"": 0.38, ""priority"": 90, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.38, ""detail"": ""QUANTITY_ONLY""}]}]",
caso_056,¿La reserva cuesta?,reserva_evento,consultar_reserva,reserva_evento,solicitar_reserva,0.7126343981874044,resolved,False,False,True,False,True,[],"[{""intent"": ""reserva_evento"", ""subintent"": ""solicitar_reserva"", ""score"": 1.02, ""priority"": 75, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.58, ""detail"": ""RESERVATION_REQUEST""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.2, ""detail"": ""reservar""}, {""source"": ""PhraseMatcher"", ""weight"": 0.24, ""detail"": ""SERVICIO:reserva""}]}, {""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""score"": 0.55, ""priority"": 80, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.55, ""detail"": ""MENU_REQUEST""}]}, {""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""score"": 0.54, ""priority"": 75, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.54, ""detail"": ""DELIVERY_QUERY""}]}, {""intent"": ""precio"", ""subintent"": ""consultar_precio_producto"", ""score"": 0.176, ""priority"": 95, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.176, ""detail"": ""costar""}]}]",
caso_057,¿Abren el domingo?,horario_ubicacion,consultar_horario,horario_ubicacion,consultar_horario,0.6716253182029597,resolved,False,False,True,True,True,[],"[{""intent"": ""horario_ubicacion"", ""subintent"": ""consultar_horario"", ""score"": 0.696, ""priority"": 60, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.52, ""detail"": ""SCHEDULE_QUERY""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.176, ""detail"": ""abrir""}]}]",
caso_059,Quiero una cazuela para compartir.,pedido,iniciar_pedido,pedido,iniciar_pedido,0.6312365878288526,resolved,True,False,True,True,False,[],"[{""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""score"": 0.676, ""priority"": 90, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.58, ""detail"": ""ORDER_WANT_PRODUCT""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""querer""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.12, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.12, ""detail"": ""PRODUCTO_BASE:cazuela""}]}]",
caso_060,"Listo, gracias por la información.",social,agradecer,social,agradecer,0.7777605778285596,resolved,False,False,True,True,True,[],"[{""intent"": ""social"", ""subintent"": ""agradecer"", ""score"": 0.94, ""priority"": 10, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.7, ""detail"": ""THANKS""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.24, ""detail"": ""agradecer""}]}]",
caso_062,¿Cuál preparan sin apanado?,catalogo,consultar_preparacion,pedido,solicitar_modificacion,0.8075656072059925,resolved,False,False,False,False,True,"[""PRIORITY_NEGATION_MODIFICATION""]","[{""intent"": ""pedido"", ""subintent"": ""solicitar_modificacion"", ""score"": 1.1, ""priority"": 90, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""MODIFICATION_REMOVE""}, {""source"": ""PriorityRule"", ""weight"": 0.48, ""detail"": ""negation_modification""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_preparacion_producto"", ""score"": 0.16, ""priority"": 70, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.16, ""detail"": ""preparar""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_preparacion"", ""score"": 0.1, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.1, ""detail"": ""PREPARACION:sin_apanar""}]}]",
caso_063,¿Tienen algo a la plancha?,catalogo,consultar_preparacion,,,0.0,unknown,False,True,False,False,False,[],"[{""intent"": ""catalogo"", ""subintent"": ""consultar_preparacion"", ""score"": 0.1, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.1, ""detail"": ""PREPARACION:a_la_plancha""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.096, ""priority"": 70, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""tener""}]}]",
caso_065,¿Ustedes abren el domingo?,horario_ubicacion,consultar_horario,horario_ubicacion,consultar_horario,0.6716253182029597,resolved,False,False,True,True,True,[],"[{""intent"": ""horario_ubicacion"", ""subintent"": ""consultar_horario"", ""score"": 0.696, ""priority"": 60, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.52, ""detail"": ""SCHEDULE_QUERY""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.176, ""detail"": ""abrir""}]}]",
caso_069,¿Cuánto vale el bagre en salsa?,precio,consultar_precio_producto,precio,consultar_precio_producto,0.972445791598398,resolved,False,False,True,True,True,"[""PRIORITY_PRICE_OVER_WANT""]","[{""intent"": ""precio"", ""subintent"": ""consultar_precio_producto"", ""score"": 2.306, ""priority"": 95, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.55, ""detail"": ""PRICE_Q_WH""}, {""source"": ""Matcher"", ""weight"": 0.55, ""detail"": ""PRICE_Q_WH""}, {""source"": ""Matcher"", ""weight"": 0.55, ""detail"": ""PRICE_Q_WH""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.176, ""detail"": ""valer""}, {""source"": ""PriorityRule"", ""weight"": 0.48, ""detail"": ""explicit_price_with_product""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.14, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.14, ""detail"": ""PRODUCTO_ESPECIFICO:bagre_en_salsa""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_preparacion"", ""score"": 0.1, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.1, ""detail"": ""PREPARACION:en_salsa""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_detalle_producto"", ""score"": 0.06, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.06, ""detail"": ""INGREDIENTE:salsa""}]}]",
caso_071,¿La trucha la hacen al vapor?,catalogo,consultar_preparacion_producto,,,0.0,unknown,False,True,False,False,False,[],"[{""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.12, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.12, ""detail"": ""PRODUCTO_BASE:trucha""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_preparacion"", ""score"": 0.1, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.1, ""detail"": ""PREPARACION:al_vapor""}]}]",
caso_072,¿Qué es a la marinera?,catalogo,consultar_definicion_preparacion,,,0.0,unknown,False,True,False,False,False,[],"[{""intent"": ""catalogo"", ""subintent"": ""consultar_preparacion"", ""score"": 0.1, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.1, ""detail"": ""PREPARACION:a_la_marinera""}]}]",
caso_073,"¿Cuál es más suave, el bagre o la trucha?",catalogo,comparar_productos,catalogo,consultar_producto,0.3188685728204529,resolved,True,False,True,False,False,[],"[{""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.24, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.12, ""detail"": ""PRODUCTO_BASE:bagre""}, {""source"": ""PhraseMatcher"", ""weight"": 0.12, ""detail"": ""PRODUCTO_BASE:trucha""}]}]",
caso_074,¿Puedo pedir sin ajo?,pedido,solicitar_modificacion,pedido,solicitar_modificacion,0.8032064363639148,resolved,True,False,True,True,False,"[""PRIORITY_NEGATION_MODIFICATION""]","[{""intent"": ""pedido"", ""subintent"": ""solicitar_modificacion"", ""score"": 1.1, ""priority"": 90, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""MODIFICATION_REMOVE""}, {""source"": ""PriorityRule"", ""weight"": 0.48, ""detail"": ""negation_modification""}]}, {""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""score"": 0.192, ""priority"": 90, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.192, ""detail"": ""pedir""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_detalle_producto"", ""score"": 0.06, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.06, ""detail"": ""INGREDIENTE:ajo""}]}]",
caso_077,¿Dónde están ubicados?,horario_ubicacion,consultar_ubicacion,horario_ubicacion,consultar_ubicacion,0.8396505848205628,resolved,False,False,True,True,True,[],"[{""intent"": ""horario_ubicacion"", ""subintent"": ""consultar_ubicacion"", ""score"": 1.144, ""priority"": 60, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.5, ""detail"": ""LOCATION_QUERY""}, {""source"": ""Matcher"", ""weight"": 0.5, ""detail"": ""LOCATION_QUERY""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.144, ""detail"": ""quedar""}]}]",
caso_078,Quiero reservar para el domingo al mediodía.,reserva_evento,solicitar_reserva,reserva_evento,solicitar_reserva,0.8786164606806354,resolved,True,False,True,True,False,[],"[{""intent"": ""reserva_evento"", ""subintent"": ""solicitar_reserva"", ""score"": 1.36, ""priority"": 75, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.58, ""detail"": ""RESERVATION_REQUEST""}, {""source"": ""Matcher"", ""weight"": 0.58, ""detail"": ""RESERVATION_REQUEST""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.2, ""detail"": ""reservar""}]}, {""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""score"": 0.096, ""priority"": 90, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""querer""}]}]",
caso_079,¿Tienen baño para clientes?,horario_ubicacion,consultar_instalacion,,,0.0,unknown,True,True,False,False,True,[],"[{""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.096, ""priority"": 70, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""tener""}]}]",
caso_081,¿Hoy sí tienen mapará?,catalogo,consultar_disponibilidad_producto,catalogo,consultar_disponibilidad_producto,0.49378813915408803,resolved,False,False,True,True,True,[],"[{""intent"": ""catalogo"", ""subintent"": ""consultar_disponibilidad_producto"", ""score"": 0.52, ""priority"": 70, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.52, ""detail"": ""AVAILABILITY_PRODUCT""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.216, ""priority"": 70, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""tener""}, {""source"": ""PhraseMatcher"", ""weight"": 0.12, ""detail"": ""PRODUCTO_BASE:mapara""}]}]",
caso_082,Deme el mismo de la vez pasada.,pedido,repetir_pedido,menu,reenviar_menu,0.6465453180412198,resolved,True,False,False,False,False,[],"[{""intent"": ""menu"", ""subintent"": ""reenviar_menu"", ""score"": 0.65, ""priority"": 80, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.65, ""detail"": ""MENU_RETRY""}]}]",
caso_084,¿Me lo manda para la misma dirección?,domicilio,usar_direccion_previa,,,0.0,unknown,True,True,False,False,True,[],"[{""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""score"": 0.128, ""priority"": 80, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.128, ""detail"": ""enviar""}]}]",
caso_091,Mándeme dos mojarras fritas.,pedido,agregar_productos_pedido,pedido,indicar_cantidad,0.4555613417607829,needs_clarification,True,True,True,False,True,[],"[{""intent"": ""pedido"", ""subintent"": ""indicar_cantidad"", ""score"": 0.38, ""priority"": 90, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.38, ""detail"": ""QUANTITY_ONLY""}]}]",
caso_092,"La de siempre, pero sin salsa.",pedido,solicitar_modificacion,pedido,solicitar_modificacion,0.8205753614215137,resolved,True,False,True,True,False,"[""PRIORITY_NEGATION_MODIFICATION""]","[{""intent"": ""pedido"", ""subintent"": ""solicitar_modificacion"", ""score"": 1.1, ""priority"": 90, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""MODIFICATION_REMOVE""}, {""source"": ""PriorityRule"", ""weight"": 0.48, ""detail"": ""negation_modification""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_detalle_producto"", ""score"": 0.06, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.06, ""detail"": ""INGREDIENTE:salsa""}]}]",
caso_095,¿Hay sancocho de bagre?,catalogo,consultar_disponibilidad_producto,catalogo,consultar_disponibilidad_producto,0.9027820583818007,resolved,False,False,True,True,True,[],"[{""intent"": ""catalogo"", ""subintent"": ""consultar_disponibilidad_producto"", ""score"": 1.56, ""priority"": 70, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.52, ""detail"": ""AVAILABILITY_PRODUCT""}, {""source"": ""Matcher"", ""weight"": 0.52, ""detail"": ""AVAILABILITY_PRODUCT""}, {""source"": ""Matcher"", ""weight"": 0.52, ""detail"": ""AVAILABILITY_PRODUCT""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.236, ""priority"": 70, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""haber""}, {""source"": ""PhraseMatcher"", ""weight"": 0.14, ""detail"": ""PRODUCTO_ESPECIFICO:sancocho_de_bagre""}]}]",
caso_096,¿Me reserva la mesa de siempre?,reserva_evento,solicitar_reserva,reserva_evento,solicitar_reserva,0.7126343981874044,resolved,True,False,True,True,False,[],"[{""intent"": ""reserva_evento"", ""subintent"": ""solicitar_reserva"", ""score"": 1.02, ""priority"": 75, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.58, ""detail"": ""RESERVATION_REQUEST""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.2, ""detail"": ""reservar""}, {""source"": ""PhraseMatcher"", ""weight"": 0.24, ""detail"": ""SERVICIO:reserva""}]}, {""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""score"": 0.55, ""priority"": 80, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.55, ""detail"": ""MENU_REQUEST""}]}, {""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""score"": 0.54, ""priority"": 75, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.54, ""detail"": ""DELIVERY_QUERY""}]}]",
caso_097,¿Qué cambió del menú?,menu,consultar_cambios_menu,menu,solicitar_menu,0.5954581148969813,resolved,False,False,True,False,True,[],"[{""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""score"": 0.85, ""priority"": 80, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.55, ""detail"": ""MENU_REQUEST""}, {""source"": ""PhraseMatcher"", ""weight"": 0.3, ""detail"": ""SERVICIO:menu_pdf""}]}, {""intent"": ""menu"", ""subintent"": ""reenviar_menu"", ""score"": 0.65, ""priority"": 80, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.65, ""detail"": ""MENU_RETRY""}]}, {""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""score"": 0.54, ""priority"": 75, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.54, ""detail"": ""DELIVERY_QUERY""}]}]",
caso_098,¿La dirección es la misma?,horario_ubicacion,consultar_ubicacion,,,0.0,unknown,False,True,False,False,False,[],[],
caso_099,Anote un arroz con camarón.,pedido,agregar_producto_pedido,pedido,iniciar_pedido,0.9289236053921093,resolved,True,False,True,False,False,[],"[{""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""score"": 1.74, ""priority"": 90, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.58, ""detail"": ""ORDER_WANT_PRODUCT""}, {""source"": ""Matcher"", ""weight"": 0.58, ""detail"": ""ORDER_WANT_PRODUCT""}, {""source"": ""Matcher"", ""weight"": 0.58, ""detail"": ""ORDER_WANT_PRODUCT""}]}, {""intent"": ""seguridad_alimentaria"", ""subintent"": ""consultar_alergenos"", ""score"": 0.2, ""priority"": 100, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.2, ""detail"": ""ALERGENO:crustaceos""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.14, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.14, ""detail"": ""PRODUCTO_ESPECIFICO:arroz_con_camaron""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_detalle_producto"", ""score"": 0.06, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.06, ""detail"": ""INGREDIENTE:arroz""}]}]",
caso_103,¿Tienen langostinos?,catalogo,consultar_producto,catalogo,consultar_producto,0.1858413253712382,ambiguous,False,True,True,True,False,[],"[{""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.216, ""priority"": 70, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""tener""}, {""source"": ""PhraseMatcher"", ""weight"": 0.12, ""detail"": ""PRODUCTO_BASE:langostino""}]}, {""intent"": ""seguridad_alimentaria"", ""subintent"": ""consultar_alergenos"", ""score"": 0.2, ""priority"": 100, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.2, ""detail"": ""ALERGENO:crustaceos""}]}]",
caso_105,¿Pueden organizar un almuerzo empresarial?,reserva_evento,consultar_eventos,menu,solicitar_menu,0.7782046124902293,ambiguous,True,True,False,False,True,[],"[{""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""score"": 1.65, ""priority"": 80, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.55, ""detail"": ""MENU_REQUEST""}, {""source"": ""Matcher"", ""weight"": 0.55, ""detail"": ""MENU_REQUEST""}, {""source"": ""Matcher"", ""weight"": 0.55, ""detail"": ""MENU_REQUEST""}]}, {""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""score"": 1.62, ""priority"": 75, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.54, ""detail"": ""DELIVERY_QUERY""}, {""source"": ""Matcher"", ""weight"": 0.54, ""detail"": ""DELIVERY_QUERY""}, {""source"": ""Matcher"", ""weight"": 0.54, ""detail"": ""DELIVERY_QUERY""}]}, {""intent"": ""reserva_evento"", ""subintent"": ""consultar_eventos"", ""score"": 0.22, ""priority"": 75, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.22, ""detail"": ""SERVICIO:eventos""}]}]",
caso_113,¿Puedo reservar un espacio privado?,reserva_evento,consultar_reserva,reserva_evento,solicitar_reserva,0.7129216201542983,resolved,True,False,True,False,False,[],"[{""intent"": ""reserva_evento"", ""subintent"": ""solicitar_reserva"", ""score"": 0.78, ""priority"": 75, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.58, ""detail"": ""RESERVATION_REQUEST""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.2, ""detail"": ""reservar""}]}]",
