caso_id,perfil,original,normalizado,transformaciones,valores_monetarios
caso_001,cliente_01_estudiante,"¿reciben nequi, pana?","¿reciben nequi, pana?",0,[]
caso_002,cliente_01_estudiante,"parce, ¿reciben nequi?","parce, ¿reciben nequi?",0,[]
caso_003,cliente_01_estudiante,"¿puedo pagar con tarjeta, nea?","¿puedo pagar con tarjeta, nea?",0,[]
caso_004,cliente_01_estudiante,"tienen corrientazo, pana?","tienen almuerzo almuerzo ejecutivo, pana?",2,[]
caso_005,cliente_01_estudiante,quiero una hamburguesa,quiero una hamburguesa,0,[]
caso_006,cliente_01_estudiante,¿reciben nequi?,¿reciben nequi?,0,[]
caso_007,cliente_01_estudiante,Me regala un cazuela,por favor me da un cazuela,2,[]
caso_008,cliente_01_estudiante,¿qué almuerzo tienen barato?,¿qué almuerzo tienen barato?,0,[]
caso_009,cliente_01_estudiante,necesito pedir un ejecutivo,necesito pedir un almuerzo ejecutivo,1,[]
caso_010,cliente_01_estudiante,"¿puedo pagar con tarjeta, nea?","¿puedo pagar con tarjeta, nea?",0,[]
caso_011,cliente_01_estudiante,qué puedo pedir con 15 mil?,qué puedo pedir con 15 mil?,0,[]
caso_012,cliente_01_estudiante,"algo por menos de 15 mil, nea?","algo por menos de 15 mil, nea?",0,[]
caso_013,cliente_01_estudiante,me regala un ejecutivo,por favor me da un almuerzo ejecutivo,2,[]
caso_014,cliente_01_estudiante,algo por menos de veinte lucas?,algo por menos de veinte lucas?,0,[20000]
caso_015,cliente_01_estudiante,"nea, tienen corrientazo?","nea, tienen almuerzo almuerzo ejecutivo?",2,[]
caso_016,cliente_01_estudiante,"bro, ¿reciben nequi?","bro, ¿reciben nequi?",0,[]
caso_017,cliente_01_estudiante,¿tienen daviplata?,¿tienen daviplata?,0,[]
caso_018,cliente_01_estudiante,"parce, algo por menos de 15 mil?","parce, algo por menos de 15 mil?",0,[]
caso_019,cliente_01_estudiante,Necesito pedir un ejecutivo,necesito pedir un almuerzo ejecutivo,2,[]
caso_020,cliente_01_estudiante,tienen corrientazo?,tienen almuerzo almuerzo ejecutivo?,2,[]
caso_021,cliente_01_estudiante,qué puedo pedir con 15 mil?,qué puedo pedir con 15 mil?,0,[]
caso_022,cliente_01_estudiante,"parce, ¿tienen daviplata?","parce, ¿tienen daviplata?",0,[]
caso_023,cliente_01_estudiante,¿puedo pagar con tarjeta?,¿puedo pagar con tarjeta?,0,[]
caso_024,cliente_01_estudiante,"pana, ¿qué almuerzo tienen barato?","pana, ¿qué almuerzo tienen barato?",0,[]
caso_025,cliente_01_estudiante,"nea, se puede pagar con transferencia?","nea, puedo pagar con transferencia?",1,[]
caso_026,cliente_01_estudiante,"Mándeme una pescado, parce","mándeme una pescado, parce",1,[]
caso_027,cliente_01_estudiante,"nea, algo por menos de 15 mil?","nea, algo por menos de 15 mil?",0,[]
caso_028,cliente_01_estudiante,tienen corrientazo?,tienen almuerzo almuerzo ejecutivo?,2,[]
caso_029,cliente_01_estudiante,"nea, algo por menos de treinta lucas?","nea, algo por menos de treinta lucas?",0,[30000]
caso_030,cliente_01_estudiante,"quiero una combo, nea","quiero una combo, nea",0,[]
caso_031,cliente_01_estudiante,"bro, se puede pagar con transferencia?","bro, puedo pagar con transferencia?",1,[]
caso_032,cliente_01_estudiante,"qué puedo pedir con veinte lucas, nea?","qué puedo pedir con veinte lucas, nea?",0,[20000]
caso_033,cliente_01_estudiante,¿reciben nequi?,¿reciben nequi?,0,[]
caso_034,cliente_01_estudiante,algo por menos de veinte lucas?,algo por menos de veinte lucas?,0,[20000]
caso_035,cliente_01_estudiante,"pana, necesito pedir un ejecutivo","pana, necesito pedir un almuerzo ejecutivo",1,[]
caso_036,cliente_01_estudiante,necesito pedir un cazuela,necesito pedir un cazuela,0,[]
caso_037,cliente_01_estudiante,¿qué almuerzo tienen barato?,¿qué almuerzo tienen barato?,0,[]
caso_038,cliente_01_estudiante,qué puedo pedir con 15 mil?,qué puedo pedir con 15 mil?,0,[]
caso_039,cliente_01_estudiante,"¿reciben nequi, pana?","¿reciben nequi, pana?",0,[]
caso_040,cliente_01_estudiante,"qué puedo pedir con 15 mil, bro?","qué puedo pedir con 15 mil, bro?",0,[]
caso_041,cliente_02_oficinista,"Joven, me regala la cuenta","joven, por favor me da la cuenta",2,[]
caso_042,cliente_02_oficinista,Por donde viene el domiciliario?,dónde está mi pedido el domiciliario?,2,[]
caso_043,cliente_02_oficinista,Mándeme una combo,mándeme una combo,1,[]
caso_044,cliente_02_oficinista,"Joven, ¿Ya casi llega mi pedido?","joven, ¿dónde está mi pedido mi pedido?",2,[]
caso_045,cliente_02_oficinista,"Señorita, por donde viene el domiciliario?","señorita, dónde está mi pedido el domiciliario?",2,[]
caso_046,cliente_02_oficinista,Por donde viene el domiciliario?,dónde está mi pedido el domiciliario?,2,[]
caso_047,cliente_02_oficinista,¿Ya casi llega mi pedido?,¿dónde está mi pedido mi pedido?,2,[]
caso_048,cliente_02_oficinista,"Necesito pedir un combo, señorita","necesito pedir un combo, señorita",1,[]
caso_049,cliente_02_oficinista,¿Me envían factura?,¿me envían factura?,1,[]
caso_050,cliente_02_oficinista,Me regala la cuenta,por favor me da la cuenta,2,[]
caso_051,cliente_02_oficinista,¿Ya casi llega mi pedido?,¿dónde está mi pedido mi pedido?,2,[]
caso_052,cliente_02_oficinista,Me regala la cuenta,por favor me da la cuenta,2,[]
caso_053,cliente_02_oficinista,Por donde viene el domiciliario?,dónde está mi pedido el domiciliario?,2,[]
caso_054,cliente_02_oficinista,Cuánto se demora?,cuál es el tiempo de entrega?,2,[]
caso_055,cliente_02_oficinista,"Señorita, quiero una combo","señorita, quiero una combo",1,[]
caso_056,cliente_02_oficinista,Me regala un hamburguesa,por favor me da un hamburguesa,2,[]
caso_057,cliente_02_oficinista,Necesito pedir un hamburguesa,necesito pedir un hamburguesa,1,[]
caso_058,cliente_02_oficinista,Necesito pedir un combo,necesito pedir un combo,1,[]
caso_059,cliente_02_oficinista,Me regala un ejecutivo,por favor me da un almuerzo ejecutivo,3,[]
caso_060,cliente_02_oficinista,Me regala un corrientazo,por favor me da un almuerzo almuerzo ejecutivo,4,[]
caso_061,cliente_02_oficinista,Me regala la cuenta,por favor me da la cuenta,2,[]
caso_062,cliente_02_oficinista,"Joven, me manda la cotiza?","joven, me manda la cotización?",2,[]
caso_063,cliente_02_oficinista,Me regala un cazuela,por favor me da un cazuela,2,[]
caso_064,cliente_02_oficinista,"Necesito pedir un cazuela, joven","necesito pedir un cazuela, joven",1,[]
caso_065,cliente_02_oficinista,¿Cuánto demora el domicilio?,¿cuál es el tiempo de entrega el domicilio?,2,[]
caso_066,cliente_02_oficinista,Cuánto se demora?,cuál es el tiempo de entrega?,2,[]
caso_067,cliente_02_oficinista,Me manda la cotiza?,me manda la cotización?,2,[]
caso_068,cliente_02_oficinista,"Joven, cuánto se demora?","joven, cuál es el tiempo de entrega?",2,[]
caso_069,cliente_02_oficinista,¿Cuánto demora el domicilio?,¿cuál es el tiempo de entrega el domicilio?,2,[]
caso_070,cliente_02_oficinista,"Joven, necesito pedir un pescado","joven, necesito pedir un pescado",1,[]
caso_071,cliente_02_oficinista,"Me manda la cotiza, joven?","me manda la cotización, joven?",2,[]
caso_072,cliente_02_oficinista,Necesito factura a nombre de la empresa,necesito factura necesito factura electrónica,2,[]
caso_073,cliente_02_oficinista,"Necesito pedir un ejecutivo, señorita","necesito pedir un almuerzo ejecutivo, señorita",2,[]
caso_074,cliente_02_oficinista,"Joven, ¿Ya casi llega mi pedido?","joven, ¿dónde está mi pedido mi pedido?",2,[]
caso_075,cliente_02_oficinista,"Me manda la cotiza, señorita?","me manda la cotización, señorita?",2,[]
caso_076,cliente_02_oficinista,¿Me envían factura?,¿me envían factura?,1,[]
caso_077,cliente_02_oficinista,Me regala la cuenta,por favor me da la cuenta,2,[]
caso_078,cliente_02_oficinista,"Señorita, me regala un pescado","señorita, por favor me da un pescado",2,[]
caso_079,cliente_02_oficinista,Me manda la cotiza?,me manda la cotización?,2,[]
caso_080,cliente_02_oficinista,Quiero una combo,quiero una combo,1,[]
caso_081,cliente_03_padre_familia,"Vecino, en cuanto sale el arroz con camarón?","vecino, cuánto cuesta el arroz con camarón?",2,[]
caso_082,cliente_03_padre_familia,"Tienen el menú del día, amigo?","tienen el menú del día, amigo?",1,[]
caso_083,cliente_03_padre_familia,Necesito pedir un cazuela,necesito pedir un cazuela,1,[]
caso_084,cliente_03_padre_familia,Me mandas el menú,me mandas el menú,1,[]
caso_085,cliente_03_padre_familia,"Envíame la carta, vecino","envíame la menú, vecino",2,[]
caso_086,cliente_03_padre_familia,"¿A cómo tienen el pescado, amigo?","¿a cómo tienen el pescado, amigo?",1,[]
caso_087,cliente_03_padre_familia,"¿Cuánto vale la arroz con camarón, vecino?","¿cuánto vale la arroz con camarón, vecino?",1,[]
caso_088,cliente_03_padre_familia,"en cuanto sale el combo, vecino?","cuánto cuesta el combo, vecino?",1,[]
caso_089,cliente_03_padre_familia,"Vecino, pásame el menú","vecino, pásame el menú",1,[]
caso_090,cliente_03_padre_familia,Quiero una hamburguesa,quiero una hamburguesa,1,[]
caso_091,cliente_03_padre_familia,"Tienen el menú del día, vecino?","tienen el menú del día, vecino?",1,[]
caso_092,cliente_03_padre_familia,¿Qué precio tiene la pescado?,¿qué precio tiene la pescado?,1,[]
caso_093,cliente_03_padre_familia,"Vecino, ¿Qué precio tiene la hamburguesa?","vecino, ¿qué precio tiene la hamburguesa?",1,[]
caso_094,cliente_03_padre_familia,Mándeme una hamburguesa,mándeme una hamburguesa,1,[]
caso_095,cliente_03_padre_familia,"Tienen el menú del día, amigo?","tienen el menú del día, amigo?",1,[]
caso_096,cliente_03_padre_familia,"Vecino, ¿Qué precio tiene la mojarra frita?","vecino, ¿qué precio tiene la mojarra frita?",1,[]
caso_097,cliente_03_padre_familia,¿A cómo tienen el pescado?,¿a cómo tienen el pescado?,1,[]
caso_098,cliente_03_padre_familia,"Me mandas el menú, vecino","me mandas el menú, vecino",1,[]
caso_099,cliente_03_padre_familia,Necesito pedir un combo,necesito pedir un combo,1,[]
caso_100,cliente_03_padre_familia,Necesito pedir un corrientazo,necesito pedir un almuerzo almuerzo ejecutivo,3,[]
caso_101,cliente_03_padre_familia,Quiero una arroz con camarón,quiero una arroz con camarón,1,[]
caso_102,cliente_03_padre_familia,"Amigo, necesito pedir un cazuela","amigo, necesito pedir un cazuela",1,[]
caso_103,cliente_03_padre_familia,"Envíame la carta, vecino","envíame la menú, vecino",2,[]
caso_104,cliente_03_padre_familia,"Amigo, tienen el menú del día?","amigo, tienen el menú del día?",1,[]
caso_105,cliente_03_padre_familia,Pásame el menú,pásame el menú,1,[]
caso_106,cliente_03_padre_familia,"Mándeme una cazuela, vecino","mándeme una cazuela, vecino",1,[]
caso_107,cliente_03_padre_familia,Quiero una ejecutivo,quiero una almuerzo ejecutivo,2,[]
caso_108,cliente_03_padre_familia,"¿A cómo tienen el combo, amigo?","¿a cómo tienen el combo, amigo?",1,[]
caso_109,cliente_03_padre_familia,Necesito pedir un mojarra frita,necesito pedir un mojarra frita,1,[]
caso_110,cliente_03_padre_familia,"Vecino, quiero una arroz con camarón","vecino, quiero una arroz con camarón",1,[]
caso_111,cliente_03_padre_familia,"Mándeme una pescado, vecino","mándeme una pescado, vecino",1,[]
caso_112,cliente_03_padre_familia,en cuanto sale el cazuela?,cuánto cuesta el cazuela?,1,[]
caso_113,cliente_03_padre_familia,¿A cómo tienen el combo?,¿a cómo tienen el combo?,1,[]
caso_114,cliente_03_padre_familia,Me regala un cazuela,por favor me da un cazuela,2,[]
caso_115,cliente_03_padre_familia,¿Qué precio tiene la pescado?,¿qué precio tiene la pescado?,1,[]
caso_116,cliente_03_padre_familia,"Amigo, en cuanto sale el corrientazo?","amigo, cuánto cuesta el almuerzo almuerzo ejecutivo?",4,[]
caso_117,cliente_03_padre_familia,"Necesito pedir un corrientazo, vecino","necesito pedir un almuerzo almuerzo ejecutivo, vecino",3,[]
caso_118,cliente_03_padre_familia,"¿Cuánto vale la corrientazo, vecino?","¿cuánto vale la almuerzo almuerzo ejecutivo, vecino?",3,[]
caso_119,cliente_03_padre_familia,"Vecino, me regala un combo","vecino, por favor me da un combo",2,[]
caso_120,cliente_03_padre_familia,Quiero una arroz con camarón,quiero una arroz con camarón,1,[]
caso_121,cliente_04_adulta_mayor,"Mi hijito, mándeme una mojarra frita","mi hijito, mándeme una mojarra frita",1,[]
caso_122,cliente_04_adulta_mayor,"Mi hijito, quiero una pescado","mi hijito, quiero una pescado",1,[]
caso_123,cliente_04_adulta_mayor,"Mándeme una mojarra frita, señor","mándeme una mojarra frita, señor",1,[]
caso_124,cliente_04_adulta_mayor,Mándeme una cazuela,mándeme una cazuela,1,[]
caso_125,cliente_04_adulta_mayor,Quiero una combo,quiero una combo,1,[]
caso_126,cliente_04_adulta_mayor,Tienen el menú del día?,tienen el menú del día?,1,[]
caso_127,cliente_04_adulta_mayor,"Necesito pedir un combo, señor","necesito pedir un combo, señor",1,[]
caso_128,cliente_04_adulta_mayor,Me regala un arroz con camarón,por favor me da un arroz con camarón,2,[]
caso_129,cliente_04_adulta_mayor,Necesito pedir un corrientazo,necesito pedir un almuerzo almuerzo ejecutivo,3,[]
caso_130,cliente_04_adulta_mayor,"Me regala un pescado, señor","por favor me da un pescado, señor",2,[]
caso_131,cliente_04_adulta_mayor,"Mi hijito, mándeme una hamburguesa","mi hijito, mándeme una hamburguesa",1,[]
caso_132,cliente_04_adulta_mayor,"Quiero una hamburguesa, señor","quiero una hamburguesa, señor",1,[]
caso_133,cliente_04_adulta_mayor,Tienen el menú del día?,tienen el menú del día?,1,[]
caso_134,cliente_04_adulta_mayor,"Quiero una pescado, mi hijito","quiero una pescado, mi hijito",1,[]
caso_135,cliente_04_adulta_mayor,Pásame el menú,pásame el menú,1,[]
caso_136,cliente_04_adulta_mayor,Quiero una hamburguesa,quiero una hamburguesa,1,[]
caso_137,cliente_04_adulta_mayor,Quiero una cazuela,quiero una cazuela,1,[]
caso_138,cliente_04_adulta_mayor,"Señor, tienen el menú del día?","señor, tienen el menú del día?",1,[]
caso_139,cliente_04_adulta_mayor,"Señor, pásame el menú","señor, pásame el menú",1,[]
caso_140,cliente_04_adulta_mayor,"Tienen el menú del día, mi hijito?","tienen el menú del día, mi hijito?",1,[]
caso_141,cliente_04_adulta_mayor,Tienen el menú del día?,tienen el menú del día?,1,[]
caso_142,cliente_04_adulta_mayor,Necesito pedir un mojarra frita,necesito pedir un mojarra frita,1,[]
caso_143,cliente_04_adulta_mayor,Pásame el menú,pásame el menú,1,[]
caso_144,cliente_04_adulta_mayor,Necesito pedir un pescado,necesito pedir un pescado,1,[]
caso_145,cliente_04_adulta_mayor,"Quiero una ejecutivo, señor","quiero una almuerzo ejecutivo, señor",2,[]
caso_146,cliente_04_adulta_mayor,"Quiero una combo, mi hijito","quiero una combo, mi hijito",1,[]
caso_147,cliente_04_adulta_mayor,"Señor, tienen el menú del día?","señor, tienen el menú del día?",1,[]
caso_148,cliente_04_adulta_mayor,Me regala un cazuela,por favor me da un cazuela,2,[]
caso_149,cliente_04_adulta_mayor,"Señor, me mandas el menú","señor, me mandas el menú",1,[]
caso_150,cliente_04_adulta_mayor,"Envíame la carta, mi hijito","envíame la menú, mi hijito",2,[]
caso_151,cliente_04_adulta_mayor,Necesito pedir un hamburguesa,necesito pedir un hamburguesa,1,[]
caso_152,cliente_04_adulta_mayor,Envíame la carta,envíame la menú,2,[]
caso_153,cliente_04_adulta_mayor,Me mandas el menú,me mandas el menú,1,[]
caso_154,cliente_04_adulta_mayor,"Mándeme una hamburguesa, mi hijito","mándeme una hamburguesa, mi hijito",1,[]
caso_155,cliente_04_adulta_mayor,Me regala un cazuela,por favor me da un cazuela,2,[]
caso_156,cliente_04_adulta_mayor,Envíame la carta,envíame la menú,2,[]
caso_157,cliente_04_adulta_mayor,"Pásame el menú, señor","pásame el menú, señor",1,[]
caso_158,cliente_04_adulta_mayor,Me regala un combo,por favor me da un combo,2,[]
caso_159,cliente_04_adulta_mayor,"Señor, quiero una hamburguesa","señor, quiero una hamburguesa",1,[]
caso_160,cliente_04_adulta_mayor,"Mi hijito, quiero una hamburguesa","mi hijito, quiero una hamburguesa",1,[]
caso_161,cliente_05_habitual,Mándeme una cazuela,mándeme una cazuela,1,[]
caso_162,cliente_05_habitual,Quiero una hamburguesa,quiero una hamburguesa,1,[]
caso_163,cliente_05_habitual,"Vecino, quiero una ejecutivo","vecino, quiero una almuerzo ejecutivo",2,[]
caso_164,cliente_05_habitual,"Patrón, necesito pedir un arroz con camarón","patrón, necesito pedir un arroz con camarón",1,[]
caso_165,cliente_05_habitual,"Vecino, me regala un mojarra frita","vecino, por favor me da un mojarra frita",2,[]
caso_166,cliente_05_habitual,"Patrón, ¿Cuánto demora el domicilio?","patrón, ¿cuál es el tiempo de entrega el domicilio?",2,[]
caso_167,cliente_05_habitual,"Por donde viene el domiciliario, patrón?","dónde está mi pedido el domiciliario, patrón?",2,[]
caso_168,cliente_05_habitual,Cuánto se demora?,cuál es el tiempo de entrega?,2,[]
caso_169,cliente_05_habitual,¿Cuánto demora el domicilio?,¿cuál es el tiempo de entrega el domicilio?,2,[]
caso_170,cliente_05_habitual,¿Ya casi llega mi pedido?,¿dónde está mi pedido mi pedido?,2,[]
caso_171,cliente_05_habitual,Cuánto se demora?,cuál es el tiempo de entrega?,2,[]
caso_172,cliente_05_habitual,Quiero una ejecutivo,quiero una almuerzo ejecutivo,2,[]
caso_173,cliente_05_habitual,Por donde viene el domiciliario?,dónde está mi pedido el domiciliario?,2,[]
caso_174,cliente_05_habitual,Cuánto se demora?,cuál es el tiempo de entrega?,2,[]
caso_175,cliente_05_habitual,"¿Cuánto demora el domicilio, vecino?","¿cuál es el tiempo de entrega el domicilio, vecino?",2,[]
caso_176,cliente_05_habitual,"Patrón, ¿Ya casi llega mi pedido?","patrón, ¿dónde está mi pedido mi pedido?",2,[]
caso_177,cliente_05_habitual,"¿Cuánto demora el domicilio, llave?","¿cuál es el tiempo de entrega el domicilio, llave?",2,[]
caso_178,cliente_05_habitual,Mándeme una ejecutivo,mándeme una almuerzo ejecutivo,2,[]
caso_179,cliente_05_habitual,¿Cuánto demora el domicilio?,¿cuál es el tiempo de entrega el domicilio?,2,[]
caso_180,cliente_05_habitual,Necesito pedir un mojarra frita,necesito pedir un mojarra frita,1,[]
caso_181,cliente_05_habitual,Por donde viene el domiciliario?,dónde está mi pedido el domiciliario?,2,[]
caso_182,cliente_05_habitual,¿Cuánto demora el domicilio?,¿cuál es el tiempo de entrega el domicilio?,2,[]
caso_183,cliente_05_habitual,"Llave, mándeme una combo","llave, mándeme una combo",1,[]
caso_184,cliente_05_habitual,¿Cuánto demora el domicilio?,¿cuál es el tiempo de entrega el domicilio?,2,[]
caso_185,cliente_05_habitual,"Quiero una corrientazo, patrón","quiero una almuerzo almuerzo ejecutivo, patrón",3,[]
caso_186,cliente_05_habitual,"Llave, por donde viene el domiciliario?","llave, dónde está mi pedido el domiciliario?",2,[]
caso_187,cliente_05_habitual,Por donde viene el domiciliario?,dónde está mi pedido el domiciliario?,2,[]
caso_188,cliente_05_habitual,Quiero una ejecutivo,quiero una almuerzo ejecutivo,2,[]
caso_189,cliente_05_habitual,"Vecino, por donde viene el domiciliario?","vecino, dónde está mi pedido el domiciliario?",2,[]
caso_190,cliente_05_habitual,"Mándeme una ejecutivo, vecino","mándeme una almuerzo ejecutivo, vecino",2,[]
caso_191,cliente_05_habitual,"¿Cuánto demora el domicilio, llave?","¿cuál es el tiempo de entrega el domicilio, llave?",2,[]
caso_192,cliente_05_habitual,Por donde viene el domiciliario?,dónde está mi pedido el domiciliario?,2,[]
caso_193,cliente_05_habitual,Mándeme una hamburguesa,mándeme una hamburguesa,1,[]
caso_194,cliente_05_habitual,Mándeme una combo,mándeme una combo,1,[]
caso_195,cliente_05_habitual,"Vecino, ¿Ya casi llega mi pedido?","vecino, ¿dónde está mi pedido mi pedido?",2,[]
caso_196,cliente_05_habitual,"Vecino, necesito pedir un hamburguesa","vecino, necesito pedir un hamburguesa",1,[]
caso_197,cliente_05_habitual,"Me regala un cazuela, patrón","por favor me da un cazuela, patrón",2,[]
caso_198,cliente_05_habitual,"Llave, por donde viene el domiciliario?","llave, dónde está mi pedido el domiciliario?",2,[]
caso_199,cliente_05_habitual,"Patrón, por donde viene el domiciliario?","patrón, dónde está mi pedido el domiciliario?",2,[]
caso_200,cliente_05_habitual,Quiero una hamburguesa,quiero una hamburguesa,1,[]
caso_201,cliente_06_profesional,Me manda la cotiza?,me manda la cotización?,2,[]
caso_202,cliente_06_profesional,Me regala un hamburguesa,por favor me da un hamburguesa,2,[]
